IP	amount	as	city	country	countryCode	isp	lat	lon	org	query	region	regionName	status	timezone	zip
14.188.107.155	37	AS45899 VNPT Corp	Thanh Pho Ninh Binh	Vietnam	VN	VDC (VN)	20.2539	105.975	Vietnam Posts and Telecommunications(VNPT)	14.188.107.155	18	Tinh Ninh Binh	success	Asia/Ho_Chi_Minh	
14.189.220.29	37	AS45899 VNPT Corp	Thanh Pho Thai Nguyen	Vietnam	VN	VDC (VN)	21.5928	105.8442	Vietnam Posts and Telecommunications(VNPT)	14.189.220.29	69	Tinh Thai Nguyen	success	Asia/Ho_Chi_Minh	
220.93.17.232	37	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	220.93.17.232	11	Seoul	success	Asia/Seoul	
181.120.213.155	37	AS23201 Telecel S.A.	Asunción	Paraguay	PY	Telecel (PY)	-25.2939	-57.6111	Telecel	181.120.213.155	ASU	Asuncion	success	America/Asuncion	
95.77.22.81	37	AS6830 Liberty Global Operations B.V.	Timișoara	Romania	RO	UPC Romania SRL (RO)	45.7494	21.2272	UPC Romania SRL	95.77.22.81	TM	Judetul Timis	success	Europe/Bucharest	
88.112.149.101	37	AS719 Elisa Oyj	Orivesi	Finland	FI	Elisa Oyj (FI)	61.6727	24.4685	Elisa Oyj	88.112.149.101	LL	Lapponia	success	Europe/Helsinki	35100
171.232.248.103	37	AS7552 Viettel Corporation	Ho Chi Minh City	Vietnam	VN	Viettel Corporation (VN)	10.8142	106.6438	Viettel Corporation	171.232.248.103	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
186.113.73.238	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá	Colombia	CO	Movistar Colombia (CO)	4.6492	-74.0628	Movistar Colombia	186.113.73.238	DC	Bogota D.C.	success	America/Bogota	
46.249.145.115	37	AS8462 Tarr Kft.	Mohács	Hungary	HU	Tarr Kft. (HU)	45.9931	18.6831	Tarr Kft.	46.249.145.115	BA	Baranya	success	Europe/Budapest	7700
78.189.89.125	37	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	40.9466	29.0535	Turk Telekom	78.189.89.125	34	Istanbul	success	Europe/Istanbul	34899
95.9.82.158	37	AS9121 Turk Telekom	Afyonkarahisar	Turkey	TR	Turk Telekom (TR)	38.7567	30.5433	Turk Telekom	95.9.82.158	03	Afyonkarahisar	success	Europe/Istanbul	
14.34.229.136	37	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	14.34.229.136	11	Seoul	success	Asia/Seoul	
14.170.8.190	37	AS45899 VNPT Corp	Hanoi	Vietnam	VN	VDC (VN)	21.0333	105.85	Vietnam Posts and Telecommunications(VNPT)	14.170.8.190	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
2.109.194.199	37	AS3292 Tele Danmark	Farsø	Denmark	DK	TDC Danmark (DK)	56.7728	9.3393	TDC Danmark	2.109.194.199	81	North Denmark	success	Europe/Copenhagen	9640
182.41.150.216	37	AS4134 Chinanet	Jinan	China	CN	China Telecom Shandong (CN)	36.6683	116.9972	China Telecom Shandong	182.41.150.216	37	Shandong	success	Asia/Shanghai	
222.171.210.131	37	AS4134 Chinanet	Harbin	China	CN	China Telecom Heilongjiang (CN)	45.75	126.65	China Telecom	222.171.210.131	23	Heilongjiang	success	Asia/Shanghai	
181.198.228.29	37	AS52257 Telconet S.A	Manta	Ecuador	EC	Netlife (EC)	-0.95	-80.7333	Netlife	181.198.228.29	M	Provincia de Manabi	success	America/Guayaquil	
69.57.37.163	37	AS23092 Internet Services United Networks	Ames	United States	US	Internet Services United Networks (US)	42.03	-93.5905	Internet Services United Networks	69.57.37.163	IA	Iowa	success	America/Chicago	50010
122.170.116.59	37	AS24560 Bharti Airtel Ltd., Telemedia Services	Mumbai	India	IN	Airtel Broadband (IN)	18.975	72.8258	Airtel Broadband	122.170.116.59	MH	Maharashtra	success	Asia/Kolkata	
82.81.26.235	37	AS8551 Bezeq International	Tel Aviv	Israel	IL	Bezeq International (IL)	32.0666	34.765	Bezeq International	82.81.26.235	TA	Tel Aviv	success	Asia/Jerusalem	
108.2.193.116	37	AS701 MCI Communications Services, Inc. d/b/a Verizon Business	Philadelphia	United States	US	Verizon Fios Business (US)	39.9123	-75.1533	Verizon Fios Business	108.2.193.116	PA	Pennsylvania	success	America/New_York	19148
60.12.55.67	37	AS4837 CNCGROUP China169 Backbone	Wenzhou	China	CN	China Unicom Zhejiang (CN)	27.9994	120.6668	China Unicom Zhejiang	60.12.55.67	33	Zhejiang	success	Asia/Shanghai	
113.231.131.28	37	AS4837 CNCGROUP China169 Backbone	Jinzhou	China	CN	China Unicom Liaoning (CN)	41.1078	121.1417	China Unicom Liaoning	113.231.131.28	21	Liaoning	success	Asia/Shanghai	
210.121.111.3	37	AS45374 CCS	Jecheon	Republic of Korea	KR	Sejong Telecom (KR)	37.1361	128.2119	CCS	210.121.111.3	43	North Chungcheong	success	Asia/Seoul	
112.184.191.194	37	AS4766 Korea Telecom	Jinju	Republic of Korea	KR	Korea Telecom (KR)	35.1928	128.0847	Korea Telecom	112.184.191.194	48	Gyeongsangnam-do	success	Asia/Seoul	
178.159.127.66	37	AS48330 FOP Sinev Maksim Viktorovich	Simferopol	Ukraine	UA	FOP Sinev Maksim Viktorovich (UA)	44.9572	34.1108	FOP Sinev Maksim Viktorovich	178.159.127.66	43	Republic of Crimea	success	Europe/Simferopol	
190.109.240.126	37	AS52495 Cotel Ltda.	La Paz	Bolivia	BO	Cotel Ltda. (BO)	-16.5	-68.15	Cotel Ltda.	190.109.240.126	L	Departamento de La Paz	success	America/La_Paz	
94.176.73.6	37	AS8926 Moldtelecom SA	Chisinau	Republic of Moldova	MD	Moldtelecom SA (MD)	47.0056	28.8575	JSC Moldtelecom S.A.	94.176.73.6	CU	Chișinău Municipality	success	Europe/Chisinau	
112.167.130.155	37	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	112.167.130.155	11	Seoul	success	Asia/Seoul	
39.120.102.243	37	AS9318 SK Broadband Co Ltd	Jinju	Republic of Korea	KR	SK Broadband (KR)	35.1928	128.0847	SK Broadband	39.120.102.243	48	Gyeongsangnam-do	success	Asia/Seoul	
201.52.114.201	37	AS28573 CLARO S.A.	São Paulo	Brazil	BR	NET Virtua (BR)	-23.5733	-46.6417	NET Virtua	201.52.114.201	SP	Sao Paulo	success	America/Sao_Paulo	
202.191.127.119	37	AS24556 Bijoy Online Ltd. Multihome Internet Service Provider	Dhaka	Bangladesh	BD	Bijoy Online Ltd. Multihome Internet Service Provi (BD)	23.7231	90.4086	Bijoy Online Ltd. Multihome Internet Service Provi	202.191.127.119	C	Dhaka Division	success	Asia/Dhaka	1000
186.223.117.209	37	AS28573 CLARO S.A.	Mogi Guacu	Brazil	BR	NET Virtua (BR)	-22.25	-47.0098	NET Virtua	186.223.117.209	SP	Sao Paulo	success	America/Sao_Paulo	13840
122.161.205.85	37	AS24560 Bharti Airtel Ltd., Telemedia Services	New Delhi	India	IN	Airtel Broadband (IN)	28.6	77.2	Airtel Broadband	122.161.205.85	DL	National Capital Territory of Delhi	success	Asia/Kolkata	
112.162.129.189	37	AS4766 Korea Telecom	Yangsan	Republic of Korea	KR	Korea Telecom (KR)	35.3386	129.0386	Korea Telecom	112.162.129.189	48	Gyeongsangnam-do	success	Asia/Seoul	
110.92.226.161	37	AS9943 KangNam CableTV	Seoul	Republic of Korea	KR	DLIVE (KR)	37.5172	127.04700000000001	KangNam CableTV	110.92.226.161	11	Seoul	success	Asia/Seoul	
188.237.183.41	37	AS8926 Moldtelecom SA	Chisinau	Republic of Moldova	MD	JSC Moldtelecom S.A. (MD)	47.0056	28.8575	JSC Moldtelecom S.A.	188.237.183.41	CU	Chișinău Municipality	success	Europe/Chisinau	
122.164.225.248	37	AS24560 Bharti Airtel Ltd., Telemedia Services	Chennai	India	IN	Airtel Broadband (IN)	13.0833	80.2833	Airtel Broadband	122.164.225.248	TN	Tamil Nadu	success	Asia/Kolkata	600090
60.51.138.5	37	AS4788 TM Net, Internet Service Provider	Marang	Malaysia	MY	TM Net (MY)	5.2056	103.2059	TM Net	60.51.138.5	11	Terengganu	success	Asia/Kuala_Lumpur	21600
222.119.224.8	37	AS4766 Korea Telecom	Ulsan	Republic of Korea	KR	Korea Telecom (KR)	35.5372	129.3167	Korea Telecom	222.119.224.8	31	Ulsan	success	Asia/Seoul	
59.100.237.22	37	AS2764 AAPT Limited	Sydney	Australia	AU	AAPT Limited (AU)	-33.8591	151.2002	AAPT Limited	59.100.237.22	NSW	New South Wales	success	Australia/Sydney	2000
122.176.18.40	37	AS24560 Bharti Airtel Ltd., Telemedia Services	Gurgaon	India	IN	Airtel Broadband (IN)	28.4667	77.0333	Airtel Broadband	122.176.18.40	HR	Haryana	success	Asia/Kolkata	122017
27.201.160.120	37	AS4837 CNCGROUP China169 Backbone	Tai'an	China	CN	China Unicom Shandong (CN)	36.1853	117.12	China Unicom Shandong	27.201.160.120	37	Shandong	success	Asia/Shanghai	
183.101.98.52	37	AS4766 Korea Telecom	Sihung	Republic of Korea	KR	Korea Telecom (KR)	37.3661	126.8056	Korea Telecom	183.101.98.52	41	Gyeonggi-do	success	Asia/Seoul	
36.111.129.149	37	AS58519 Cloud Computing Corporation	Shanghai	China	CN	China Telecom Zhejiang (CN)	31.0456	121.3997	Cloud Computing Corporation	36.111.129.149	31	Shanghai	success	Asia/Shanghai	
222.118.199.53	37	AS4766 Korea Telecom	Seongnam-si	Republic of Korea	KR	Korea Telecom (KR)	37.4386	127.1378	Korea Telecom	222.118.199.53	41	Gyeonggi-do	success	Asia/Seoul	
100.2.7.62	37	AS701 MCI Communications Services, Inc. d/b/a Verizon Business	Baldwin	United States	US	Verizon Fios (US)	40.6539	-73.6082	Verizon Fios	100.2.7.62	NY	New York	success	America/New_York	11510
67.250.83.222	37	AS12271 Time Warner Cable Internet LLC	Astoria	United States	US	Time Warner Cable (US)	40.7721	-73.9301	Time Warner Cable	67.250.83.222	NY	New York	success	America/New_York	11102
218.103.212.99	37	AS4760 PCCW Limited	Kowloon	Hong Kong	HK	Netvigator (HK)	22.3167	114.1833	Netvigator	218.103.212.99	KKC	Kowloon City	success	Asia/Hong_Kong	
222.112.166.127	37	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	222.112.166.127	11	Seoul	success	Asia/Seoul	
186.112.202.99	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.112.202.99		Bogota D.C.	success	America/Bogota	
221.147.205.71	37	AS4766 Korea Telecom	Sihung	Republic of Korea	KR	Korea Telecom (KR)	37.3661	126.8056	Korea Telecom	221.147.205.71	41	Gyeonggi-do	success	Asia/Seoul	
121.24.177.159	37	AS4837 CNCGROUP China169 Backbone	Hebei	China	CN	China Unicom Liaoning (CN)	39.8897	115.275	China Unicom Liaoning	121.24.177.159	13	Hebei	success	Asia/Shanghai	
211.222.188.250	37	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	211.222.188.250	11	Seoul	success	Asia/Seoul	
81.218.130.147	37	AS8551 Bezeq International	Jerusalem	Israel	IL	Bezeq International (IL)	31.7683	35.2137	Bezeq International	81.218.130.147	JM	Jerusalem	success	Asia/Jerusalem	
113.245.177.10	37	AS4134 Chinanet	Changsha	China	CN	China Telecom Hunan (CN)	28.1792	113.1136	China Telecom Hunan	113.245.177.10	43	Hunan	success	Asia/Shanghai	
14.174.68.97	37	AS45899 VNPT Corp	Quảng Ngãi	Vietnam	VN	VDC (VN)	15.1167	108.8	Vietnam Posts and Telecommunications(VNPT)	14.174.68.97	29	Tinh Quang Ngai	success	Asia/Ho_Chi_Minh	
92.252.146.166	37	AS12389 PJSC Rostelecom	Ulyanovsk	Russia	RU	Rostelecom (RU)	54.3282	48.3866	Rostelecom	92.252.146.166	ULY	Ulyanovsk Oblast	success	Europe/Ulyanovsk	432012
210.103.21.100	37	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	210.103.21.100	11	Seoul	success	Asia/Seoul	
14.183.86.74	37	AS45899 VNPT Corp	Hanoi	Vietnam	VN	VDC (VN)	21.0333	105.85	Vietnam Posts and Telecommunications(VNPT)	14.183.86.74	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
75.76.18.160	37	AS12083 WideOpenWest Finance LLC	Valley	United States	US	WideOpenWest (US)	32.7691	-85.1974	WideOpenWest	75.76.18.160	AL	Alabama	success	America/Chicago	36854
122.162.225.68	37	AS24560 Bharti Airtel Ltd., Telemedia Services	New Delhi	India	IN	Airtel Broadband (IN)	28.6	77.2	Airtel Broadband	122.162.225.68	DL	National Capital Territory of Delhi	success	Asia/Kolkata	
14.138.177.39	37	AS9943 KangNam CableTV	Seoul	Republic of Korea	KR	DLIVE (KR)	37.5172	127.04700000000001	KangNam CableTV	14.138.177.39	11	Seoul	success	Asia/Seoul	
191.109.156.138	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	191.109.156.138		Bogota D.C.	success	America/Bogota	
121.175.227.89	37	AS4766 Korea Telecom	Busan	Republic of Korea	KR	Korea Telecom (KR)	35.1028	129.0403	Korea Telecom	121.175.227.89	26	Busan	success	Asia/Seoul	
187.36.28.79	37	AS28573 CLARO S.A.	Porto Alegre	Brazil	BR	NET Virtua (BR)	-30.0333	-51.2	NET Virtua	187.36.28.79	RS	Rio Grande do Sul	success	America/Sao_Paulo	
185.52.71.135	37	AS34456 Rial Com JSC	Chekhov	Russia	RU	Rial Com JSC (RU)	55.1431	37.4711	Rial Com JSC	185.52.71.135	MOS	Moscow Oblast	success	Europe/Moscow	142300
122.36.157.135	37	AS17858 LG POWERCOMM	Seoul (Hangang-daero)	Republic of Korea	KR	Lg Powercomm (KR)	37.536	126.971	Lg Powercomm	122.36.157.135		Seoul	success	Asia/Seoul	
59.60.236.126	37	AS4134 Chinanet	Shaowu	China	CN	China Telecom fujian (CN)	27.3409	117.4831	China Telecom	59.60.236.126	35	Fujian	success	Asia/Shanghai	
182.191.94.150	37	AS45595 Pakistan Telecom Company Limited	Islamabad	Pakistan	PK	Pakistan Telecommuication company limited (PK)	33.6957	73.0113	PTCL	182.191.94.150	IS	Islamabad Capital Territory	success	Asia/Karachi	44000
78.96.32.18	37	AS6830 Liberty Global Operations B.V.	Ploieşti	Romania	RO	UPC Romania SRL (RO)	44.95	26.0167	UPC Romania SRL	78.96.32.18	PH	Prahova	success	Europe/Bucharest	107072
93.72.7.1	37	AS25229 Volia	Kiev	Ukraine	UA	Volia (UA)	50.4333	30.5167	Volia	93.72.7.1	30	Kyiv City	success	Europe/Kiev	
190.146.40.158	37	AS10620 Telmex Colombia S.A.	Bogotá	Colombia	CO	Telmex Colombia S.A. (CO)	4.6492	-74.0628	Telmex Colombia S.A.	190.146.40.158	DC	Bogota D.C.	success	America/Bogota	
5.15.205.237	37	AS8708 RCS & RDS	Sebes	Romania	RO	RCS & RDS (RO)	45.9565	23.570999999999998	RCS & RDS Residential	5.15.205.237	AB	Judetul Alba	success	Europe/Bucharest	515800
186.115.229.245	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.115.229.245		Bogota D.C.	success	America/Bogota	
122.191.204.16	37	AS4837 CNCGROUP China169 Backbone	Wuhan	China	CN	UNICOM Hubei (CN)	30.5801	114.2734	UNICOM Hubei	122.191.204.16	42	Hubei	success	Asia/Shanghai	
220.116.11.195	37	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	220.116.11.195	11	Seoul	success	Asia/Seoul	
179.33.53.39	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	179.33.53.39		Bogota D.C.	success	America/Bogota	
186.118.93.231	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.118.93.231		Bogota D.C.	success	America/Bogota	
66.44.192.250	37	AS25853 Ellijay Telephone Company	Ball Ground	United States	US	Ellijay Telephone Company (US)	34.341	-84.34899999999999	Ellijay Telephone Company	66.44.192.250	GA	Georgia	success	America/New_York	30107
114.143.0.99	37	AS17762 Tata Teleservices Maharashtra Ltd	Pune	India	IN	Tata Teleservices Maharashtra (IN)	18.5333	73.8667	Tata Teleservices Maharashtra	114.143.0.99	MH	Maharashtra	success	Asia/Kolkata	411001
187.65.235.59	37	AS28573 CLARO S.A.	Florianópolis	Brazil	BR	NET Virtua (BR)	-27.5904	-48.5758	NET Virtua	187.65.235.59	SC	Santa Catarina	success	America/Sao_Paulo	
72.57.185.42	37	AS3651 Sprint	Los Angeles	United States	US	Sprint PCS (US)	34.0544	-118.244	Sprint PCS	72.57.185.42	CA	California	success	America/Los_Angeles	90009
115.219.122.87	37	AS4134 Chinanet	Ningbo	China	CN	China Telecom Zhejiang (CN)	29.8782	121.5495	China Telecom Wenzhou	115.219.122.87	33	Zhejiang	success	Asia/Shanghai	
191.109.53.193	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	191.109.53.193		Bogota D.C.	success	America/Bogota	
190.255.165.197	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	190.255.165.197		Bogota D.C.	success	America/Bogota	
180.176.121.246	37	AS38841 kbro CO. Ltd.	Taipei	Taiwan	TW	kbro CO. (TW)	25.0418	121.4966	kbro CO.	180.176.121.246			success	Asia/Taipei	
191.109.170.191	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	191.109.170.191		Bogota D.C.	success	America/Bogota	
186.116.63.45	37	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.116.63.45		Bogota D.C.	success	America/Bogota	
182.180.94.16	36	AS45595 Pakistan Telecom Company Limited	Islamabad	Pakistan	PK	Pakistan Telecommuication company limited (PK)	33.6957	73.0113	PTCL	182.180.94.16	IS	Islamabad Capital Territory	success	Asia/Karachi	44000
82.127.214.5	36	AS3215 Orange	Paris	France	FR	Orange (FR)	48.8566	2.35222	Orange	82.127.214.5	J	Île-de-France	success	Europe/Paris	
96.56.110.154	36	AS6128 Cablevision Systems Corp.	Deer Park	United States	US	Optimum Online (US)	40.7618	-73.3293	Optimum Online	96.56.110.154	NY	New York	success	America/New_York	11729
132.248.170.83	36	AS278 Universidad Nacional Autonoma de Mexico	Coyoacan	Mexico	MX	Universidad Nacional Autonoma de Mexico (MX)	28.9667	-111.6667	Universidad Nacional Autonoma de Mexico	132.248.170.83	SON	Sonora	success	America/Hermosillo	83333
210.223.94.214	36	AS4766 Korea Telecom	Paju	Republic of Korea	KR	Korea Telecom (KR)	37.7611	126.775	Korea Telecom	210.223.94.214	41	Gyeonggi-do	success	Asia/Seoul	
59.18.153.25	36	AS4766 Korea Telecom	Suwon	Republic of Korea	KR	Korea Telecom (KR)	37.2911	127.0089	Korea Telecom	59.18.153.25	41	Gyeonggi-do	success	Asia/Seoul	
94.231.166.19	36	AS48940 Link Ltd.	Moscow	Russia	RU	Link Ltd. (RU)	55.7485	37.6184	Link Ltd.	94.231.166.19	MOW	Moscow	success	Europe/Moscow	101194
46.200.205.115	36	AS6849 PJSC Ukrtelecom	Lviv	Ukraine	UA	PJSC Ukrtelecom (UA)	49.8407	24.0305	PJSC Ukrtelecom	46.200.205.115	46	L'vivs'ka Oblast'	success	Europe/Kiev	
1.245.138.212	36	AS9318 SK Broadband Co Ltd	Daejeon	Republic of Korea	KR	SK Broadband (KR)	36.3214	127.4197	SK Broadband	1.245.138.212	30	Daejeon	success	Asia/Seoul	
76.108.190.70	36	AS7922 Comcast Cable Communications, LLC	Coral Gables	United States	US	Comcast Cable (US)	25.7541	-80.271	Comcast Cable	76.108.190.70	FL	Florida	success	America/New_York	33134
221.210.128.217	36	AS4837 CNCGROUP China169 Backbone	Harbin	China	CN	China Unicom Heilongjiang (CN)	45.75	126.65	China Unicom Liaoning	221.210.128.217	23	Heilongjiang	success	Asia/Shanghai	
74.62.247.206	36	AS20001 Time Warner Cable Internet LLC	Los Angeles	United States	US	Time Warner Cable (US)	34.1073	-118.3719	Time Warner Cable	74.62.247.206	CA	California	success	America/Los_Angeles	90046
70.90.45.61	36	AS7922 Comcast Cable Communications, LLC	Bloomfield Hills	United States	US	Comcast Business (US)	42.5836	-83.2455	Comcast Business	70.90.45.61	MI	Michigan	success	America/Detroit	48303
120.63.221.136	36	AS17813 Mahanagar Telephone Nigam Limited	Mumbai	India	IN	Mahanagar Telephone Nigam (IN)	18.975	72.8258	Mahanagar Telephone Nigam	120.63.221.136	MH	Maharashtra	success	Asia/Kolkata	
222.243.30.18	36	AS4134 Chinanet	Huaihua	China	CN	China Telecom Hunan (CN)	27.5494	109.9592	China Telecom-HN HUAIHUA	222.243.30.18	43	Hunan	success	Asia/Shanghai	
116.33.195.216	36	AS17858 LG POWERCOMM	Anjung	Republic of Korea	KR	Lg Powercomm (KR)	36.9871	126.927	Lg Powercomm	116.33.195.216	41	Gyeonggi-do	success	Asia/Seoul	
82.81.42.161	36	AS8551 Bezeq International	Tel Aviv	Israel	IL	Bezeq International (IL)	32.0666	34.765	Bezeq International	82.81.42.161	TA	Tel Aviv	success	Asia/Jerusalem	
109.185.214.156	36	AS8926 Moldtelecom SA	Chisinau	Republic of Moldova	MD	Moldtelecom SA (MD)	47.0056	28.8575	JSC Moldtelecom S.A.	109.185.214.156	CU	Chișinău Municipality	success	Europe/Chisinau	
178.116.145.95	36	AS6848 Telenet BVBA	Koksijde	Belgium	BE	Telenet BVBA (BE)	51.1	2.65	Telenet N.V.	178.116.145.95	VLG	Flanders	success	Europe/Brussels	8670
85.204.110.242	36	AS33977 Banat Telecom Satelit S.R.L.	Dumbrăviţa	Romania	RO	Banat Telecom Satelit S.R.L. (RO)	45.7975	21.2391	Banat Telecom Satelit S.R.L.	85.204.110.242		Timiş	success	Europe/Bucharest	
175.202.110.128	36	AS4766 Korea Telecom	Seongnam-si (Buljeong-ro)	Republic of Korea	KR	Korea Telecom (KR)	37.3638	127.12200000000001	Korea Telecom	175.202.110.128		Gyeonggi-do	success	Asia/Seoul	
115.86.177.84	36	AS17598 CJ-HELLOVISION	Wonju	Republic of Korea	KR	Cj-hellovision (KR)	37.3514	127.9453	Cj-hellovision	115.86.177.84	42	Gangwon-do	success	Asia/Seoul	
122.166.218.18	36	AS24560 Bharti Airtel Ltd., Telemedia Services	Bengaluru	India	IN	Airtel Broadband (IN)	12.9833	77.5833	Airtel Broadband	122.166.218.18	KA	Karnataka	success	Asia/Kolkata	
186.210.35.161	36	AS53006 ALGAR TELECOM S/A	Nova Lima	Brazil	BR	Algar Telecom (BR)	-20.0696	-43.8909	Algar Telecom	186.210.35.161	MG	Minas Gerais	success	America/Sao_Paulo	34000
182.71.210.150	36	AS9498 BHARTI Airtel Ltd.	New Delhi (Okhla Phase III)	India	IN	Bharti Broadband (IN)	28.5505	77.2681	Axis Three Dee Studios	182.71.210.150		NCT	success	Asia/Kolkata	
112.152.162.177	36	AS17858 LG POWERCOMM	Daejeon	Republic of Korea	KR	Lg Powercomm (KR)	36.3214	127.4197	Lg Powercomm	112.152.162.177	30	Daejeon	success	Asia/Seoul	
86.106.242.97	36	AS8926 Moldtelecom SA	Chisinau	Republic of Moldova	MD	Moldtelecom SA (MD)	47.0056	28.8575	JSC Moldtelecom S.A.	86.106.242.97	CU	Chișinău Municipality	success	Europe/Chisinau	
186.155.242.210	36	AS19429 Colombia	Cartagena	Colombia	CO	ETB (CO)	10.390999999999998	-75.4794	ETB	186.155.242.210	BOL	Departamento de Bolivar	success	America/Bogota	
95.87.197.81	36	AS43561 NET1 Ltd.	Sofia	Bulgaria	BG	NET1 Ltd. (BG)	42.6833	23.3167	NET1 Ltd.	95.87.197.81	22	Sofia-Capital	success	Europe/Sofia	1000
118.163.84.185	36	AS3462 Data Communication Business Group	Taipei	Taiwan	TW	HiNet (TW)	25.0418	121.4966	HiNet	118.163.84.185			success	Asia/Taipei	
5.2.167.142	36	AS8708 RCS & RDS	Piteşti	Romania	RO	RCS & RDS (RO)	44.85	24.8667	RCS & RDS Business	5.2.167.142	AG	Judetul Arges	success	Europe/Bucharest	117723
78.188.217.26	36	AS9121 Turk Telekom	Tekirdağ	Turkey	TR	Turk Telekom (TR)	40.8521	27.3844	Turk Telekom	78.188.217.26	59	Tekirdağ	success	Europe/Istanbul	59860
212.56.204.78	36	AS25454 Orange Moldova S.A.	Chisinau	Republic of Moldova	MD	Orange Moldova S.A. (MD)	47.0056	28.8575	Orange Moldova S.A.	212.56.204.78	CU	Chișinău Municipality	success	Europe/Chisinau	
151.248.59.245	36	AS197064 EmiTel Sp. z.o.o.	Kolczyglowy	Poland	PL	EmiTel Sp. z.o.o. (PL)	54.2333	17.2333	EmiTel Sp. z.o.o.	151.248.59.245	PM	Pomerania	success	Europe/Warsaw	77-140
58.216.100.30	36	AS4134 Chinanet	Nanjing	China	CN	China Telecom jiangsu (CN)	32.0617	118.7778	China Telecom jiangsu	58.216.100.30	32	Jiangsu	success	Asia/Shanghai	
72.27.197.125	36	AS30689 FLOW	Kingston	Jamaica	JM	Cable and Wireless Jamaica (JM)	18.0	-76.8	FLOW	72.27.197.125	01	Kingston	success	America/Jamaica	
113.161.126.100	36	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	113.161.126.100	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
37.98.213.210	36	AS8374 Polkomtel Sp. z o.o.	Warsaw	Poland	PL	Polkomtel Sp. z o.o. (PL)	52.2297	21.0122	Polkomtel Sp. z o.o.	37.98.213.210	MZ	Masovian Voivodeship	success	Europe/Warsaw	
113.161.8.129	36	AS45899 VNPT Corp	Huế	Vietnam	VN	VDC (VN)	16.4667	107.6	Vietnam Posts and Telecommunications(VNPT)	113.161.8.129	26	Tinh Thua Thien-Hue	success	Asia/Ho_Chi_Minh	
211.228.95.114	36	AS4766 Korea Telecom	Jeju City	Republic of Korea	KR	Korea Telecom (KR)	33.5097	126.5219	Korea Telecom	211.228.95.114	49	Jeju-do	success	Asia/Seoul	
218.152.251.243	36	AS4766 Korea Telecom	Chuncheon	Republic of Korea	KR	Korea Telecom (KR)	37.8747	127.7342	Korea Telecom	218.152.251.243	42	Gangwon-do	success	Asia/Seoul	
